-180 71 -25.2 -25.8 -27.0 -16.4 -8.0 0.3 2.8 1.2 -3.7 -9.9 -15.6 -22.6 -149.9 -12.491666666666667
-180 69 -28.3 -27.1 -28.9 -16.4 -6.3 1.8 4.8 2.4 -3.2 -12.0 -18.0 -25.9 -157.10000000000002 -13.091666666666669
-180 68 -28.5 -27.7 -30.2 -17.3 -7.4 1.6 4.4 2.2 -3.9 -12.6 -18.7 -26.6 -164.7 -13.725
-180 67 -27.0 -27.7 -34.3 -19.1 -9.6 3.1 5.7 3.1 -5.1 -13.5 -20.2 -28.3 -172.9 -14.408333333333333
-180 66 -19.1 -18.6 -27.1 -11.8 -5.6 5.9 8.2 7.2 -0.5 -6.2 -12.0 -19.8 -99.39999999999999 -8.283333333333333
-180 65 -19.9 -17.1 -25.9 -8.9 -3.0 6.7 10.1 9.0 1.6 -3.4 -11.0 -20.5 -82.29999999999998 -6.858333333333332
-180 -17 28.0 28.6 28.7 27.4 25.8 27.0 25.2 24.9 26.4 26.6 27.3 28.1 324.00000000000006 27.000000000000004
-180 -85 -19.8 -30.8 -36.1 -47.9 -44.0 -47.1 -44.8 -50.7 -47.2 -36.7 -28.2 -19.5 -452.79999999999995 -37.73333333333333
-180 -86 -24.5 -36.3 -43.4 -51.9 -50.0 -52.1 -51.1 -55.7 -52.6 -42.0 -33.6 -24.7 -517.9000000000001 -43.15833333333334
-180 -87 -28.1 -41.1 -50.3 -55.1 -55.3 -55.9 -56.4 -59.6 -56.9 -46.1 -37.9 -28.6 -571.3 -47.60833333333333
-180 -88 -29.8 -43.5 -54.7 -55.8 -58.5 -57.4 -59.6 -61.6 -58.9 -48.1 -40.0 -30.6 -598.5 -49.875
-180 -89 -30.3 -44.3 -56.9 -55.2 -59.7 -57.3 -60.8 -62.0 -59.3 -48.5 -40.7 -31.3 -606.3 -50.525
-180 -90 -28.9 -43.1 -56.3 -53.3 -58.7 -55.4 -59.9 -60.6 -57.8 -46.9 -39.3 -30.1 -590.3 -49.19166666666666
-179 71 -25.4 -26.0 -27.2 -16.9 -8.4 -0.1 2.4 0.9 -3.9 -10.2 -15.7 -22.8 -153.3 -12.775
-179 69 -26.5 -25.9 -27.5 -15.3 -5.1 3.3 6.2 3.8 -1.8 -10.4 -16.6 -24.5 -140.3 -11.691666666666668
-179 68 -28.2 -27.6 -29.9 -17.3 -7.2 1.7 4.8 2.3 -3.7 -12.3 -18.6 -26.5 -162.5 -13.541666666666666
-179 67 -25.3 -26.6 -33.2 -18.0 -7.7 5.6 8.2 5.2 -3.3 -12.2 -19.1 -27.3 -153.70000000000002 -12.808333333333335
-179 -85 -18.9 -29.8 -35.2 -46.9 -43.0 -46.1 -43.8 -49.7 -46.3 -35.8 -27.2 -18.6 -441.3 -36.775
-179 -86 -24.3 -36.1 -43.2 -51.7 -49.8 -51.8 -50.9 -55.5 -52.4 -41.8 -33.5 -24.5 -515.5 -42.958333333333336
-179 -87 -28.0 -41.0 -50.2 -55.0 -55.3 -55.9 -56.3 -59.6 -56.8 -46.1 -37.9 -28.5 -570.6 -47.550000000000004
-179 -88 -29.8 -43.5 -54.7 -55.8 -58.5 -57.4 -59.5 -61.6 -58.9 -48.1 -40.0 -30.6 -598.4 -49.86666666666667
-179 -89 -30.3 -44.3 -56.8 -55.2 -59.7 -57.3 -60.8 -62.0 -59.3 -48.5 -40.7 -31.3 -606.2 -50.51666666666667
-179 -90 -28.9 -43.1 -56.3 -53.3 -58.7 -55.4 -59.9 -60.6 -57.8 -46.9 -39.3 -30.1 -590.3 -49.19166666666666
-179 66 -19.9 -19.7 -27.6 -11.9 -6.4 5.4 7.9 6.3 -1.3 -6.4 -12.8 -20.7 -107.1 -8.924999999999999
-178 71 -25.1 -26.0 -26.9 -17.1 -8.7 -0.1 2.4 1.0 -3.7 -10.0 -15.4 -22.7 -152.29999999999998 -12.691666666666665
-178 68 -26.8 -26.3 -28.6 -16.1 -6.1 3.1 6.1 3.7 -2.4 -11.0 -17.2 -25.3 -146.90000000000003 -12.241666666666669
-178 67 -24.9 -26.1 -31.9 -17.3 -7.1 5.6 8.1 5.6 -2.8 -11.6 -18.3 -26.5 -147.2 -12.266666666666666
-178 66 -18.5 -18.5 -26.3 -10.7 -4.9 7.3 9.6 8.1 0.3 -5.0 -11.5 -19.6 -89.70000000000002 -7.475000000000001
-178 -85 -21.4 -32.3 -37.5 -49.4 -45.5 -48.6 -46.3 -52.2 -48.8 -38.3 -29.8 -21.2 -471.3 -39.275
-178 -86 -24.0 -35.8 -42.8 -51.3 -49.4 -51.5 -50.5 -55.2 -52.0 -41.3 -33.1 -24.2 -511.09999999999997 -42.59166666666666
-178 -87 -28.0 -40.9 -50.1 -54.9 -55.1 -55.7 -56.2 -59.4 -56.7 -45.9 -37.8 -28.5 -569.1999999999999 -47.43333333333333
-178 -88 -29.7 -43.4 -54.6 -55.8 -58.4 -57.3 -59.5 -61.6 -58.8 -48.1 -40.0 -30.6 -597.8000000000001 -49.81666666666667
-178 -89 -30.3 -44.2 -56.7 -55.2 -59.6 -57.2 -60.8 -62.0 -59.3 -48.4 -40.6 -31.3 -605.6 -50.46666666666667
-178 -90 -28.9 -43.1 -56.3 -53.3 -58.7 -55.4 -59.9 -60.6 -57.8 -46.9 -39.3 -30.1 -590.3 -49.19166666666666
-177 68 -25.0 -24.8 -27.4 -15.4 -5.8 4.9 7.7 5.3 -1.1 -9.5 -15.8 -24.3 -131.2 -10.933333333333332
-177 67 -23.7 -23.8 -27.8 -15.1 -6.1 5.9 8.5 6.3 -0.8 -8.9 -15.3 -23.9 -124.69999999999999 -10.391666666666666
-177 66 -21.8 -21.8 -27.9 -13.6 -7.2 5.3 7.7 6.2 -1.5 -7.6 -14.3 -22.7 -119.19999999999999 -9.933333333333332
-177 52 -0.2 1.1 0.5 2.3 4.5 5.9 7.4 8.3 8.1 5.3 1.9 1.1 46.199999999999996 3.8499999999999996
-177 -85 -18.9 -29.8 -35.0 -46.9 -42.9 -46.0 -43.8 -49.7 -46.3 -35.6 -27.3 -18.7 -440.90000000000003 -36.74166666666667
-177 -86 -24.0 -35.9 -42.7 -51.3 -49.4 -51.4 -50.5 -55.0 -52.0 -41.4 -33.2 -24.2 -510.99999999999994 -42.58333333333333
-177 -87 -27.9 -40.8 -49.9 -54.7 -55.0 -55.6 -56.1 -59.4 -56.5 -45.8 -37.6 -28.4 -567.7 -47.30833333333334
-177 -88 -29.7 -43.4 -54.5 -55.7 -58.4 -57.3 -59.4 -61.5 -58.7 -48.0 -39.9 -30.5 -596.9999999999999 -49.74999999999999
-177 -89 -30.2 -44.2 -56.7 -55.1 -59.6 -57.2 -60.7 -61.9 -59.2 -48.4 -40.6 -31.3 -605.0999999999999 -50.42499999999999
-177 -90 -28.9 -43.1 -56.3 -53.3 -58.7 -55.4 -59.9 -60.6 -57.8 -46.9 -39.3 -30.1 -590.3 -49.19166666666666
-176 68 -24.6 -24.0 -25.1 -15.3 -6.3 4.7 7.4 5.2 -0.3 -8.3 -14.4 -23.6 -124.6 -10.383333333333333
-176 67 -23.7 -23.1 -24.8 -14.9 -6.9 5.2 7.6 5.7 -0.1 -7.5 -13.7 -23.2 -119.4 -9.950000000000001
-176 66 -22.6 -22.5 -26.1 -14.1 -7.7 4.9 7.2 5.5 -0.9 -7.3 -14.0 -23.3 -120.89999999999999 -10.075
-176 -44 13.8 13.4 12.3 9.6 8.0 8.1 7.5 7.8 7.9 10.1 12.5 11.7 122.7 10.225
-176 -85 -11.5 -22.3 -27.5 -39.3 -35.4 -38.5 -36.3 -42.2 -38.8 -28.2 -19.9 -11.3 -351.2 -29.266666666666666
-176 -86 -24.5 -36.3 -43.2 -51.7 -49.8 -51.9 -50.9 -55.5 -52.5 -41.8 -33.7 -24.7 -516.5 -43.041666666666664
-176 -87 -27.7 -40.6 -49.7 -54.5 -54.8 -55.4 -55.9 -59.2 -56.3 -45.6 -37.5 -28.2 -565.4000000000001 -47.116666666666674
-176 -88 -29.7 -43.3 -54.5 -55.6 -58.3 -57.2 -59.4 -61.5 -58.7 -48.0 -39.9 -30.5 -596.5999999999999 -49.71666666666666
-176 -89 -30.2 -44.2 -56.7 -55.1 -59.6 -57.2 -60.7 -61.9 -59.2 -48.3 -40.6 -31.2 -604.9 -50.40833333333333
-176 -90 -28.9 -43.1 -56.3 -53.3 -58.7 -55.4 -59.9 -60.6 -57.8 -46.9 -39.3 -30.1 -590.3 -49.19166666666666
-176 65 -14.2 -14.3 -19.4 -5.4 -1.4 6.9 9.1 8.8 2.4 -1.9 -7.4 -15.7 -52.5 -4.375
-175 67 -23.2 -22.0 -21.1 -15.0 -7.9 4.7 6.8 5.2 1.1 -5.6 -11.5 -22.2 -110.70000000000002 -9.225000000000001
